40769583294678303000.000000 , 0.040000 
9953509399068672.000000 , 0.080000 
76714935844864.000000 , 0.120000 
2430015897600.000000 , 0.160000 
166981533696.000000 , 0.200000 
18725709824.000000 , 0.240000 
2944083712.000000 , 0.280000 
592638528.000000 , 0.320000 
144038816.000000 , 0.360000 
40602592.000000 , 0.400000 
12896178.000000 , 0.440000 
4516655.000000 , 0.480000 
1715314.000000 , 0.520000 
696938.750000 , 0.560000 
299564.937500 , 0.600000 
134889.156250 , 0.640000 
63057.648438 , 0.680000 
30332.673828 , 0.720000 
14870.589844 , 0.760000 
7344.258789 , 0.800000 
3595.421875 , 0.840000 
1698.639160 , 0.880000 
732.330688 , 0.920000 
242.518997 , 0.960000 
0.000000 , 1.000000 
-113.350784 , 1.040000 
-159.410233 , 1.080000 
-170.969925 , 1.120000 
-165.513901 , 1.160000 
-152.355087 , 1.200000 
-136.399261 , 1.240000 
-120.161629 , 1.280000 
-104.860359 , 1.320000 
-91.015251 , 1.360000 
-78.777458 , 1.400000 
-68.111023 , 1.440000 
-58.892517 , 1.480000 
-50.964783 , 1.520000 
-44.165138 , 1.560000 
-38.339523 , 1.600000 
-33.348598 , 1.640000 
-29.069740 , 1.680000 
-25.396847 , 1.720000 
-22.239069 , 1.760000 
-19.519144 , 1.800000 
-17.171621 , 1.840000 
-15.141173 , 1.880000 
-13.381104 , 1.920000 
-11.851982 , 1.960000 
-10.520508 , 2.000000 
-9.358521 , 2.040000 
-8.342183 , 2.080000 
-7.451275 , 2.120000 
-6.668622 , 2.160000 
-5.979607 , 2.200000 
-5.371756 , 2.240000 
-4.834419 , 2.280000 
-4.358468 , 2.320000 
-3.936074 , 2.360000 
-3.560494 , 2.400000 
-3.225926 , 2.440000 
-2.927355 , 2.480000 
-2.660442 , 2.520000 
-2.421423 , 2.560000 
-2.207028 , 2.600000 
-2.014410 , 2.640000 
-1.841084 , 2.680000 
-1.684880 , 2.720000 
-1.543896 , 2.760000 
-1.416465 , 2.800000 
-1.301120 , 2.840000 
-1.196573 , 2.880000 
-1.101686 , 2.920000 
-1.015452 , 2.960000 
-0.936984 , 3.000000 
-0.865494 , 3.040000 
-0.800282 , 3.080000 
-0.740726 , 3.120000 
-0.686274 , 3.160000 
-0.636431 , 3.200000 
-0.590759 , 3.240000 
-0.548863 , 3.280000 
-0.510391 , 3.320000 
-0.475027 , 3.360000 
-0.442488 , 3.400000 
-0.412518 , 3.440000 
-0.384889 , 3.480000 
-0.359395 , 3.520000 
-0.335848 , 3.560000 
-0.314081 , 3.600000 
-0.293942 , 3.640000 
-0.275293 , 3.680000 
-0.258009 , 3.720000 
-0.241978 , 3.760000 
-0.227096 , 3.800000 
-0.213272 , 3.840000 
-0.200419 , 3.880000 
-0.188460 , 3.920000 
-0.177326 , 3.960000 
-0.166951 , 4.000000 
