87720739209216.000000 , 0.040000 
171328159744.000000 , 0.080000 
4456253952.000000 , 0.120000 
334450112.000000 , 0.160000 
44821892.000000 , 0.200000 
8651706.000000 , 0.240000 
2140589.250000 , 0.280000 
631321.500000 , 0.320000 
210796.296875 , 0.360000 
76329.250000 , 0.400000 
28643.548828 , 0.440000 
10408.567383 , 0.480000 
3087.006104 , 0.520000 
94.285614 , 0.560000 
-1093.439697 , 0.600000 
-1504.621948 , 0.640000 
-1578.932617 , 0.680000 
-1511.042603 , 0.720000 
-1388.965942 , 0.760000 
-1252.607300 , 0.800000 
-1119.609619 , 0.840000 
-997.164368 , 0.880000 
-887.559143 , 0.920000 
-790.832764 , 0.960000 
-706.060242 , 1.000000 
-631.971497 , 1.040000 
-567.244385 , 1.080000 
-510.634979 , 1.120000 
-461.028320 , 1.160000 
-417.450592 , 1.200000 
-379.062683 , 1.240000 
-345.147675 , 1.280000 
-315.095093 , 1.320000 
-288.385681 , 1.360000 
-264.577850 , 1.400000 
-243.295517 , 1.440000 
-224.217804 , 1.480000 
-207.070313 , 1.520000 
-191.617630 , 1.560000 
-177.657486 , 1.600000 
-165.015427 , 1.640000 
-153.540573 , 1.680000 
-143.102081 , 1.720000 
-133.586182 , 1.760000 
-124.893608 , 1.800000 
-116.937592 , 1.840000 
-109.641968 , 1.880000 
-102.939842 , 1.920000 
-96.772240 , 1.960000 
-91.087044 , 2.000000 
-85.838097 , 2.040000 
-80.984421 , 2.080000 
-76.489563 , 2.120000 
-72.321014 , 2.160000 
-68.449745 , 2.200000 
-64.849724 , 2.240000 
-61.497658 , 2.280000 
-58.372570 , 2.320000 
-55.455608 , 2.360000 
-52.729706 , 2.400000 
-50.179501 , 2.440000 
-47.791077 , 2.480000 
-45.551807 , 2.520000 
-43.450237 , 2.560000 
-41.475948 , 2.600000 
-39.619450 , 2.640000 
-37.872097 , 2.680000 
-36.225979 , 2.720000 
-34.673882 , 2.760000 
-33.209179 , 2.800000 
-31.825815 , 2.840000 
-30.518219 , 2.880000 
-29.281277 , 2.920000 
-28.110279 , 2.960000 
-27.000891 , 3.000000 
-25.949120 , 3.040000 
-24.951263 , 3.080000 
-24.003916 , 3.120000 
-23.103922 , 3.160000 
-22.248362 , 3.200000 
-21.434525 , 3.240000 
-20.659899 , 3.280000 
-19.922152 , 3.320000 
-19.219112 , 3.360000 
-18.548767 , 3.400000 
-17.909237 , 3.440000 
-17.298771 , 3.480000 
-16.715734 , 3.520000 
-16.158607 , 3.560000 
-15.625966 , 3.600000 
-15.116478 , 3.640000 
-14.628903 , 3.680000 
-14.162070 , 3.720000 
-13.714890 , 3.760000 
-13.286341 , 3.800000 
-12.875461 , 3.840000 
-12.481349 , 3.880000 
-12.103159 , 3.920000 
-11.740094 , 3.960000 
-11.391407 , 4.000000 
